InterventionID,StudentID,StartDate,EndDate,InterventionType,Provider,Frequency,Goals,Status,Effectiveness
5539,5250,2024-10-01,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5540,5250,2024-12-20,2025-02-05,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5541,5251,2025-01-21,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5542,5251,2024-09-18,2024-11-14,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5543,5251,2024-09-04,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5544,5252,2024-10-16,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5545,5252,2024-10-19,2024-11-19,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5546,5253,2024-10-27,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5547,5253,2025-01-14,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5548,5254,2024-12-15,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5549,5254,2024-12-30,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5550,5254,2024-09-24,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5551,5255,2024-12-22,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5552,5255,2024-12-11,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
5553,5258,2024-12-09,2025-01-17,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5554,5259,2024-11-27,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5555,5260,2024-09-30,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5556,5260,2024-12-30,2025-03-28,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5557,5261,2024-09-21,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5558,5262,2024-12-19,2025-04-15,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5559,5262,2024-12-26,,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5560,5266,2024-11-22,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5561,5267,2024-11-28,2025-01-17,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5562,5268,2024-10-25,2025-01-17,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5563,5268,2025-01-28,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5564,5269,2024-09-04,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5565,5271,2024-10-30,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5566,5271,2024-10-16,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5567,5272,2024-10-16,,Counseling,Mr. Garcia,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5568,5272,2025-01-03,2025-03-26,Counseling,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5569,5272,2024-09-29,2025-01-09,Academic Tutoring,Mr. Smith,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5570,5272,2025-01-22,,ELL Support,Mr. Garcia,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5571,5273,2025-01-20,,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5572,5273,2024-10-24,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5573,5277,2024-09-04,2024-10-30,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5574,5277,2024-11-12,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5575,5278,2024-10-26,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5576,5279,2024-10-02,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5577,5280,2024-10-09,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5578,5280,2025-01-13,2025-04-05,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5579,5281,2024-11-06,,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5580,5282,2024-11-09,2025-03-01,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5581,5282,2024-11-08,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5582,5283,2024-10-13,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5583,5283,2024-11-07,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5584,5284,2024-10-20,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5585,5285,2024-11-06,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5586,5289,2024-11-20,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5587,5289,2025-01-02,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5588,5290,2025-01-24,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5589,5290,2024-12-13,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5590,5292,2024-11-27,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5591,5294,2024-11-25,2025-02-28,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5592,5294,2025-01-18,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5593,5295,2024-09-20,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5594,5295,2024-11-05,2024-12-20,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5595,5297,2024-09-21,2024-10-22,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5596,5297,2024-11-11,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5597,5298,2025-01-07,2025-02-14,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5598,5299,2025-01-27,2025-04-22,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5599,5299,2024-10-05,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
5600,5300,2024-10-24,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5601,5300,2025-01-05,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5602,5301,2025-01-11,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5603,5301,2025-01-04,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5604,5302,2025-01-14,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5605,5304,2024-12-28,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5606,5307,2024-10-01,,Academic Tutoring,Mr. Garcia,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5607,5307,2024-10-27,2025-01-03,Academic Tutoring,Dr. Williams,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5608,5308,2024-09-01,,Academic Tutoring,Mrs. Brown,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5609,5308,2025-01-07,2025-02-10,Academic Tutoring,Mrs. Brown,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5610,5308,2024-11-30,,Academic Tutoring,Dr. Williams,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5611,5313,2025-01-02,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
5612,5314,2024-09-07,2024-11-15,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5613,5315,2024-10-06,2024-12-18,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5614,5317,2025-01-24,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5615,5317,2024-09-27,2024-10-30,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5616,5318,2024-11-30,2025-01-15,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5617,5319,2024-11-29,2025-01-16,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5618,5319,2024-11-30,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5619,5319,2024-09-27,,Counseling,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5620,5323,2024-12-16,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5621,5326,2024-10-09,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5622,5327,2024-11-05,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5623,5328,2024-10-02,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5624,5328,2025-01-01,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5625,5330,2025-01-06,2025-04-03,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5626,5332,2024-10-02,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5627,5332,2024-11-09,2024-12-26,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5628,5333,2024-09-21,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5629,5333,2024-09-15,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5630,5334,2024-12-09,2025-01-22,Special Education,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5631,5335,2025-01-11,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5632,5335,2025-01-26,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5633,5336,2024-09-23,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5634,5338,2025-01-25,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5635,5338,2024-11-12,,Counseling,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5636,5341,2024-10-23,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
5637,5343,2024-12-02,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5638,5344,2024-11-03,2025-01-26,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5639,5344,2024-12-11,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5640,5347,2024-11-12,,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5641,5348,2024-10-11,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5642,5348,2025-01-28,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5643,5349,2024-09-09,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5644,5349,2024-09-12,2024-11-19,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5645,5350,2024-12-01,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5646,5350,2024-11-02,2024-12-16,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5647,5350,2024-10-04,2025-01-23,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5648,5352,2024-12-02,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5649,5353,2024-09-28,2024-12-04,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5650,5353,2024-09-24,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5651,5354,2024-09-16,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5652,5354,2024-10-16,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5653,5354,2024-11-08,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5654,5355,2024-10-22,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5655,5356,2024-12-23,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5656,5356,2024-10-05,2024-12-13,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5657,5357,2024-10-06,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5658,5357,2024-09-24,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5659,5358,2024-11-22,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5660,5358,2024-10-13,,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5661,5359,2024-12-15,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5662,5359,2024-10-04,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5663,5361,2024-12-10,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5664,5362,2024-11-17,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5665,5362,2024-09-08,2024-11-10,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5666,5363,2024-10-19,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5667,5363,2024-11-18,2024-12-24,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5668,5364,2024-09-05,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5669,5364,2025-01-24,2025-02-28,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5670,5366,2024-12-30,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5671,5367,2025-01-21,2025-05-11,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5672,5367,2024-12-11,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5673,5369,2025-01-15,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5674,5369,2025-01-18,2025-02-25,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5675,5371,2024-11-29,2025-02-09,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5676,5372,2024-09-19,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5677,5372,2024-11-30,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5678,5373,2024-10-11,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5679,5374,2024-09-25,2024-12-17,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5680,5375,2024-11-03,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5681,5378,2025-01-15,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5682,5378,2024-09-27,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5683,5378,2024-11-10,2024-12-11,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5684,5379,2024-10-08,,Special Education,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5685,5380,2024-09-17,,Counseling,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5686,5380,2024-12-22,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5687,5380,2024-11-12,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5688,5383,2024-09-21,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5689,5385,2024-12-02,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5690,5386,2024-11-03,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5691,5386,2024-12-06,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5692,5387,2025-01-06,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5693,5388,2024-10-16,2024-11-24,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5694,5389,2024-12-29,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5695,5391,2024-09-05,2024-12-21,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5696,5391,2024-12-26,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5697,5392,2024-09-03,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5698,5393,2024-10-06,2024-12-11,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5699,5394,2024-12-31,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5700,5396,2025-01-08,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5701,5398,2024-09-10,2024-11-13,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5702,5398,2024-10-01,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5703,5399,2024-11-28,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5704,5400,2024-09-30,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5705,5400,2024-12-22,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5706,5402,2025-01-07,,ELL Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5707,5402,2024-10-07,,ELL Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5708,5403,2024-11-12,2025-01-01,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5709,5403,2024-12-16,2025-04-03,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5710,5405,2024-11-10,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5711,5406,2025-01-20,,Academic Tutoring,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5712,5406,2024-10-03,,ELL Support,Mr. Garcia,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5713,5406,2024-10-28,,ELL Support,Dr. Williams,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5714,5406,2024-11-08,,Counseling,Ms. Johnson,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5715,5408,2024-09-15,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5716,5409,2025-01-12,2025-03-06,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5717,5410,2024-10-31,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5718,5410,2025-01-04,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5719,5414,2024-11-22,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5720,5415,2024-09-09,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5721,5415,2024-10-22,2024-11-25,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
